English,CEFR,gender,word,wordAudio,region,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
untie,C,verb,desenlazar,,,Separar lo que estaba enlazado.,,Es necesario desenlazar estos temas para analizarlos por separado.,It is necessary to untie these topics to analyze them separately.,
disinhibition,C,feminine,desinhibición,,,Pérdida de inhibiciones sociales o personales.,,El ambiente favorecía la desinhibición de los participantes.,The atmosphere encouraged the participants’ disinhibition.,
uninstallation,C,feminine,desinstalación,,,Acción de quitar un programa o sistema instalado.,,La desinstalación del programa causó varios errores.,The program uninstallation caused several errors.,
uninstall,C,verb,desinstalar,,,Quitar un programa o sistema de un ordenador o dispositivo.,,Debes desinstalar el software antes de volver a instalarlo.,You must uninstall the software before reinstalling it.,
disproportionate,C,adjective,desproporcionado,,,Que no guarda proporción adecuada.,,La crítica consideró desproporcionado el uso excesivo de efectos visuales en la película.,The critic found the excessive use of visual effects in the film disproportionate.,
notably,C,adverb,destacablemente,,,De forma destacada o notable.,,El evento fue destacablemente organizado y sin contratiempos.,The event was notably well-organized and without setbacks.,
diagram,C,verb,diagramar,,,Elaborar o representar algo mediante un diagrama.,,Voy a diagramar el proceso en la pizarra.,I’m going to diagram the process on the board.,
God willing,C,interjection,Dios mediante,,,Expresión con la que se confía en que algo ocurrirá si Dios lo permite.,,"Dios mediante, la obra quedará concluida antes de que empiece el invierno.","God willing, the work will be finished before winter begins.",
diplomatically,C,adverb,diplomáticamente,,,De manera diplomática o con tacto.,,Respondió diplomáticamente para evitar tensiones.,He responded diplomatically to avoid tension.,
handicap,C,verb,discapacitar,,,Causar en una persona una disminución de sus capacidades físicas o mentales.,,Un accidente puede discapacitar a una persona de por vida.,An accident can handicap a person for life.,
"devise, reason, think",C,verb,discurrir,,,Transcurrir o discurrir en el tiempo o en una idea.,,"Tras analizar los datos, comenzó a discurrir una estrategia basada en evidencias históricas.","After analyzing the data, he began to devise a strategy based on historical evidence.",
dissent,C,feminine,disidencia,,,Oposición o desacuerdo con una autoridad o sistema.,,La disidencia política fue reprimida con dureza.,Political dissent was harshly repressed.,
dissolution,C,feminine,disolución,,,Separación de los elementos que formaban una unión o institución.,,La disolución del parlamento fue inesperada.,The dissolution of parliament was unexpected.,
détente,C,feminine,distensión,,,Relajación de la tensión en las relaciones políticas o sociales.,,Los países firmaron un acuerdo de distensión.,The countries signed a détente agreement.,
dystopia,C,feminine,distopía,,,Sociedad ficticia en la que predomina la opresión y el sufrimiento.,,La novela presenta una visión oscura de una distopía tecnológica.,The novel presents a dark vision of a technological dystopia.,
dystopian,C,adjective,distópico,,,Relacionado con la distopía.,,El relato distópico refleja una sociedad dominada por el control total.,The dystopian story depicts a society dominated by total control.,
distortion,C,feminine,distorsión,,,Alteración o deformación de la forma original de algo.,,La distorsión deliberada de la realidad en el montaje audiovisual buscaba generar incomodidad en el espectador.,The deliberate distortion of reality in the audiovisual montage aimed to make the viewer uncomfortable.,
indoctrinate,C,verb,doctrinar,,,Enseñar o inculcar una doctrina.,,El régimen intentó doctrinar a la población desde la infancia.,The regime tried to indoctrinate the population from childhood.,
domestication,C,feminine,domesticación,,,Proceso mediante el cual los animales salvajes se adaptan a la vida con los humanos.,,La domesticación de los lobos marcó un hito decisivo en la historia de la humanidad.,The domestication of wolves marked a decisive milestone in the history of humanity.,
drone,C,masculine,"dron, drone",,,Aparato volador no tripulado controlado a distancia.,,El dron militar sobrevolaba la frontera recopilando información en tiempo real.,The military drone flew over the border collecting real-time information.,
electrification,C,feminine,electrificación,,,Proceso de dotar de electricidad a algo.,,La electrificación de las zonas rurales transformó radicalmente la vida cotidiana de sus habitantes.,The electrification of rural areas radically transformed the daily lives of their inhabitants.,
electrify,C,verb,electrificar,,,Aplicar energía eléctrica a algo.,,El ingeniero planea electrificar toda la red de transporte público el próximo año.,The engineer plans to electrify the entire public transport network next year.,
electron,C,masculine,electrón,,,Partícula subatómica con carga negativa.,,Cada electrón transporta una carga eléctrica fundamental para el funcionamiento de los dispositivos.,Each electron carries an electric charge that is fundamental for the functioning of devices.,
id,C,masculine,ello,,,Concepto psicoanalítico que designa la parte instintiva y primitiva de la mente.,,"El filósofo sostenía que todo conocimiento surge de la experiencia, y en ello basaba su sistema.","The philosopher maintained that all knowledge arises from experience, and on that he based his system.",
vessel,C,feminine,embarcación,,,Barco o nave que sirve para navegar.,,La embarcación navegaba lentamente hacia el puerto.,The vessel was slowly sailing toward the port.,
embargo,C,masculine,embargo,,,Retención de bienes por una deuda o disposición legal.,,El país impuso un embargo comercial a su vecino.,The country imposed a trade embargo on its neighbor.,
"embellish, beautify",C,verb,embellecer,,,Hacer que algo o alguien resulte más bello.,,El pintor decidió embellecer la fachada con murales que reflejan la historia local.,The painter decided to embellish the façade with murals that reflect local history.,
squatting,C,adverb,en cuclillas,,,En posición agachada con las rodillas flexionadas.,,"Estaba en cuclillas junto al fuego, calentándose las manos.","He was squatting by the fire, warming his hands.",
"in mass, en masse",C,adverb,en masa,,,Conjunto de personas actuando juntas.,,Las manifestaciones se organizaron en masa en defensa de los derechos humanos.,Protests were organized en masse in defense of human rights.,
ultimately,C,adverb,en última instancia,,,Expresión que indica el último recurso o la conclusión final.,,"En última instancia, la decisión dependía de la voluntad política del parlamento.","Ultimately, the decision depended on the political will of parliament.",
"series, chain, linking",C,masculine,encadenamiento,,,Acción de encadenar o estado de estar encadenado.,,El encadenamiento de ideas fue lógico y claro.,The linking of ideas was logical and clear.,
enchantingly,C,adverb,encantadoramente,,,De manera que resulta encantadora.,,El jardín estaba encantadoramente iluminado por luces tenues y discretas.,The garden was enchantingly lit with soft and discreet lights.,
enchantment,C,masculine,encantamiento,,,Hechizo o efecto mágico que produce admiración o fascinación.,,El encantamiento que rodeaba el antiguo palacio parecía surgir de un cuento de hadas medieval.,The enchantment surrounding the old palace seemed to come from a medieval fairy tale.,
thickening,C,masculine,engrosamiento,,,Aumento del grosor de algo.,,El engrosamiento de la capa de ozono preocupó a los climatólogos tras los informes globales.,The thickening of the ozone layer concerned climatologists following global reports.,
thicken,C,verb,engrosar,,,Hacer más grueso.,,"Para lograr el espesor deseado en la salsa, el chef añadió harina y dejó que la mezcla se engrosara lentamente.","To achieve the desired thickness in the sauce, the chef added flour and let the mixture thicken slowly.",
linkage,C,masculine,enlazamiento,,,Acción de enlazar o unir.,,El enlazamiento de los datos se realiza mediante un sistema seguro.,The linkage of the data is carried out through a secure system.,
"root, be rooted",C,verb,enraizar,,,Echar raíces o afianzarse en un lugar.,,"La identidad nacional está enraizada en la memoria colectiva, reforzada por ritos y símbolos.","National identity is rooted in collective memory, reinforced by rituals and symbols.",
route,C,verb,enrutar,,,Dirigir datos o señales a través de una ruta.,,Tenemos que enrutar el tráfico de datos por un servidor más seguro.,We have to route the data traffic through a more secure server.,
teacher,C,noun,enseñante,,,"Persona que enseña, maestro o profesor.",,Los derechos de los enseñantes fueron discutidos en el parlamento.,The rights of teachers were discussed in parliament.,
entity,C,feminine,entidad,,,"Organización o institución; también, ser que existe como unidad independiente.",,"La entidad reguladora impuso condiciones estrictas para autorizar la fusión, priorizando la competencia y la protección del consumidor.","The regulatory authority imposed strict conditions to authorize the merger, prioritizing competition and consumer protection.",
surrender,C,verb,entregarse,,,Dedicarse por completo a una causa o actividad.,,El espía decidió entregarse a las autoridades tras años de persecución internacional.,The spy decided to surrender to the authorities after years of international pursuit.,
wrapper,C,masculine,envoltorio,,,Papel u otro material con el que se cubre o protege un objeto.,,Tiró el envoltorio del caramelo a la papelera.,He threw the candy wrapper into the trash can.,
equity,C,feminine,equidad,,,Principio de justicia que busca un trato imparcial sin favorecer a ninguna de las partes.,,La equidad en el acceso a la educación sigue siendo un desafío en muchas sociedades.,Equity in access to education remains a challenge in many societies.,
mistakenly,C,adverb,equivocadamente,,,De manera incorrecta o equivocada.,,Equivocadamente interpretaron sus palabras como una crítica.,They mistakenly interpreted his words as a criticism.,
erect,C,adjective,erecto,,,Que está en posición vertical.,,El monumento tiene una figura claramente erecta en el centro.,The monument has a clearly erect figure in the center.,
erotic,C,adjective,erótico,,,Relacionado con el amor sexual.,,La película incluía libreto erótico ambientado en la belleza barroca de Roma.,The film included erotic script set against the baroque beauty of Rome.,
scandalize,C,verb,escandalizar,,,Provocar escándalo o indignación.,,La publicación religiosa escandalizó a la comunidad al desafiar los valores tradicionales.,The religious publication scandalized the community by challenging traditional values.,
shield,C,verb,escudar,,,"Protegerse usando un escudo, real o figurado.",,Intentó escudar sus errores culpando a otros.,He tried to shield his mistakes by blaming others.,
sculpt,C,verb,esculpir,,,Tallarlo o darle forma artística a un material duro como piedra o madera.,,El artista va a esculpir una figura en mármol.,The artist is going to sculpt a figure in marble.,
elusive,C,adjective,escurridizo,,,Que se desliza con facilidad o es difícil de atrapar.,,"Encontraron al animal escurridizo camuflado entre las rocas, apenas perceptible a simple vista.","They found the elusive animal camouflaged among the rocks, barely visible to the naked eye.",
"spectrum, spectre",C,masculine,espectro,,,"Conjunto de frecuencias o gama de algo, como la luz o el sonido.",,El espectro político abarca desde posturas moderadas hasta extremos radicales.,The political spectrum ranges from moderate to radical positions.,
thicken,C,verb,espesar,,,Hacer más espeso o denso.,,El cocinero explicó que para espesar el caldo se debía reducir lentamente con fuego bajo.,The cook explained that to thicken the broth it had to be slowly reduced on low heat.,
stably,C,adverb,establemente,,,De manera firme y constante.,,El sistema operó establemente incluso durante el pico de demanda nocturna.,The system operated stably even during the peak night demand.,
"seasonal, stationary",C,adjective,estacional,,,Relacionado con una estación del año.,,"La producción láctea sigue un patrón estacional, con picos en primavera y otoño.","Dairy production follows a seasonal pattern, with peaks in spring and autumn.",
seasonality,C,feminine,estacionalidad,,,Condición de depender de las estaciones.,,La estacionalidad del turismo afecta significativamente la economía costera.,The seasonality of tourism significantly affects the coastal economy.,
standardization,C,feminine,estandarización,,,Acción de uniformar según un estándar.,,La estandarización de procesos mejora la eficiencia empresarial.,Process standardization improves business efficiency.,
standardize,C,verb,estandarizar,,,Unificar o hacer que algo cumpla normas comunes.,,Quieren estandarizar los criterios de evaluación en todas las universidades.,They want to standardize evaluation criteria at all universities.,
static,C,adjective,estático,,,"Que no cambia, inmóvil.",,"La pintura mantenía una apariencia estática, como si el tiempo se hubiera detenido en ese instante.","The painting maintained a static appearance, as if time had stopped in that moment.",
status,C,masculine,estatus,,,Posición social o condición en la que se encuentra alguien en relación con otros.,,Su estatus social cambió con el nuevo empleo.,His social status changed with the new job.,
aesthetics,C,feminine,estética,,,Conjunto de principios o estilo en el arte y la belleza.,,"La estética del filme fusiona elementos barrocos con vanguardia minimalista, creando una experiencia sensorial única.","The aesthetic of the film merges Baroque elements with minimalist avant-garde, creating a unique sensory experience.",
stimulus,C,masculine,estímulo,,,"Aquello que incita o favorece una actividad, reacción o desarrollo.",,La exención fiscal actuó como estímulo decisivo para que las pymes invirtieran en innovación y formación.,The tax exemption acted as a decisive stimulus for SMEs to invest in innovation and training.,
stoicism,C,masculine,estoicismo,,,Doctrina filosófica que enseña a soportar el dolor o la adversidad con serenidad.,,El estoicismo enseña a aceptar el sufrimiento sin dejarse dominar por él.,Stoicism teaches us to accept suffering without being dominated by it.,
stoic,C,adjective,estoico,,,Que afronta dificultades con fortaleza y sin mostrar sufrimiento.,,Su carácter estoico le permitió sobrellevar la adversidad con una calma admirable.,His stoic character allowed him to endure adversity with admirable calm.,
crash,C,masculine,estruendo,,,Ruido muy fuerte y estruendoso.,,Escuchamos un estruendo en la distancia.,We heard a crash in the distance.,
ethereal,C,adjective,etéreo,,,Que parece irreal o pertenece a lo intangible.,,La fragilidad etérea de esos pétalos evoca la belleza efímera de la vida misma.,The ethereal fragility of those petals evokes the fleeting beauty of life itself.,
ethical,C,adjective,ético,,,Relacionado con los principios morales que guían la conducta humana.,,El dilema ético planteaba una tensión entre la justicia y la compasión.,The ethical dilemma posed a tension between justice and compassion.,
ethnicity,C,feminine,etnia,,,"Comunidad humana definida por afinidades culturales, históricas y, a veces, rasgos físicos comunes.",,"El informe, elaborado con rigor metodológico, denuncia la discriminación sistémica que sufre esta etnia en el acceso a la vivienda.","The report, prepared with methodological rigor, denounces the systemic discrimination this ethnic group suffers in access to housing.",
evoke,C,verb,evocar,,,Llamar a la memoria algo pasado.,,"El poema evocaba paisajes nocturnos y emociones resonantes, alertando al lector sin imponer verbalmente nada.","The poem evoked nocturnal landscapes and resonant emotions, alerting the reader without imposing anything verbally.",
exaggeratedly,C,adverb,exageradamente,,,De forma exagerada o excesiva.,,"El político reaccionó exageradamente ante una pregunta inocente, desviando la atención del tema central.","The politician reacted exaggeratedly to an innocent question, diverting attention from the main issue.",
experience,C,verb,experienciar,,,Vivir o experimentar algo directamente.,,El viajero pudo experienciar la auténtica vida rural al convivir con campesinos durante un mes.,The traveler was able to experience authentic rural life by living with farmers for a month.,
explicitly,C,adverb,explícitamente,,,De manera clara y explícita.,,Explicó explícitamente sus intenciones sin dejar lugar a dudas.,"He explained his intentions explicitly, leaving no room for doubt.",
summarize,C,verb,extractar,,,Extraer o seleccionar partes de un texto o información.,,El crítico pidió extractar los puntos esenciales del texto para evitar redundancias.,The critic asked to summarize the essential points of the text to avoid redundancy.,
extract,C,verb,extraer,,,"Sacar algo de un lugar, especialmente si está dentro o escondido.",,El científico consiguió extraer una muestra de hielo intacta de miles de años de antigüedad.,The scientist managed to extract an intact ice sample thousands of years old.,
extroversion,C,feminine,extraversión,,,Tendencia a mostrar apertura social y hacia los demás.,,La extraversión le ayudó a integrarse rápidamente en el grupo.,His extroversion helped him quickly fit into the group.,
extreme,C,adjective,extremado,,,Muy grande o intenso.,,Su reacción fue tan extremada que resultó sorprendente incluso para sus amigos más cercanos.,His reaction was so extreme that it surprised even his closest friends.,
limb,C,feminine,extremidad,,,"Parte del cuerpo que sobresale del tronco, como un brazo o una pierna.",,La extremidad del paciente tuvo que ser inmovilizada tras el accidente.,The patient’s limb had to be immobilised after the accident.,
extremism,C,masculine,extremismo,,,Ideología política que defiende posiciones radicales.,,El extremismo político amenaza la tolerancia y el pluralismo en muchas democracias actuales.,Political extremism threatens tolerance and pluralism in many modern democracies.,
extremist,C,adjective,extremista,,,Partidario o relacionado con el extremismo.,,Las políticas extremistas surgieron tras años de polarización social y económica.,Extremist policies emerged after years of social and economic polarization.,
facet,C,feminine,faceta,,,Cada uno de los aspectos que componen un todo.,,Cada faceta de su personalidad brillaba en un contexto distinto.,Each facet of his personality shone in a different context.,
factual,C,adjective,factual,,,Basado en hechos reales.,,"La novela se basaba en un enfoque factual, sin elementos ficticios añadidos.","The novel was based on a factual approach, without added fictional elements.",
factually,C,adverb,factualmente,,,De manera objetiva y basada en hechos.,,"El informe fue redactado factualmentemente, sin juicios de valor ni especulaciones.","The report was written factually, without value judgments or speculation.",
phallus,C,masculine,falo,,,Órgano reproductor masculino.,,El falo ha sido un símbolo en muchas culturas antiguas.,The phallus has been a symbol in many ancient cultures.,
fascism,C,masculine,fascismo,,,"Régimen político autoritario, ultranacionalista y dictatorial.",,El alzamiento promovió el fascismo como modelo político exclusivo de poder estatal.,The uprising promoted fascism as the exclusive political model of state power.,
fascist,C,adjective,fascista,,,Partidario del fascismo.,,La propaganda fascista controlaba todos los medios de comunicación sin tolerancia a la disidencia.,Fascist propaganda controlled all media without tolerance for dissent.,
fellatio,C,feminine,felación,,,Práctica sexual que consiste en la estimulación oral del pene.,,La felación es un tema que a menudo se evita en conversaciones públicas.,Fellatio is a topic often avoided in public conversations.,
fermentation,C,feminine,fermentación,,,Transformación de una sustancia orgánica producida por la acción de microorganismos.,,La fermentación del vino requiere tiempo y condiciones específicas.,Wine fermentation requires time and specific conditions.,
fetish,C,masculine,fetiche,,,Objeto al que se atribuye un poder mágico o erótico.,,Su obsesión con los zapatos roza lo que algunos llamarían un fetiche.,His obsession with shoes borders on what some would call a fetish.,
fetishism,C,masculine,fetichismo,,,Atracción obsesiva hacia objetos o prácticas específicas.,,El ensayo analiza el fetichismo desde una perspectiva psicológica y cultural.,The essay analyzes fetishism from a psychological and cultural perspective.,
"entrust, trust",C,verb,fiar,,,Confiar en alguien o dar crédito.,,Es difícil fiar mis ahorros a una institución sin transparencia financiera.,It’s hard to entrust my savings to an institution without financial transparency.,
fibrous,C,adjective,fibroso,,,Que tiene fibras o aspecto filamentoso.,,Esta carne tiene un tejido muy fibroso.,This meat has a very fibrous texture.,
figuratively,C,adverb,figuradamente,,,"De manera no literal, con un sentido simbólico.",,La novela describe figuradamente la corrupción como una enfermedad que invade el cuerpo social.,The novel figuratively describes corruption as a disease that invades the social body.,
fixation,C,feminine,fijación,,,Atracción obsesiva o apego hacia una persona u objeto.,,Su fijación con los detalles ralentiza el trabajo.,His fixation on details slows down the work.,
filamentous,C,adjective,filamentoso,,,Que presenta estructuras delgadas semejantes a hilos.,,El hongo presentaba un crecimiento filamentoso apenas visible al ojo humano.,The fungus showed a filamentous growth barely visible to the human eye.,
philosophize,C,verb,filosofar,,,Reflexionar o hablar filosóficamente.,,Nos gusta filosofar sobre el sentido de la existencia.,We like to philosophize about the meaning of existence.,
philosophy,C,feminine,filosofía,,,"Conjunto de saberes que estudian la existencia, el conocimiento y la moral.",,Su filosofía de vida se basa en una ética de compromiso y responsabilidad.,His philosophy of life is based on an ethic of commitment and responsibility.,
philosophical,C,adjective,filosófico,,,Relacionado con la filosofía.,,Adoptó una visión filosófica sobre el sufrimiento humano tras años de meditación.,He adopted a philosophical view of human suffering after years of meditation.,
funding,C,feminine,financiación,,,Proceso de obtener fondos económicos para algo.,,La financiación del proyecto depende de inversores extranjeros.,The project’s funding depends on foreign investors.,
firmness,C,feminine,firmeza,,,Cualidad de ser firme o constante.,,"En aquella negociación actuó con total firmeza, sin ceder a presiones externas.","In that negotiation, she acted with total firmness, without yielding to external pressure.",
flaccidity,C,feminine,flacidez,,,Estado de debilidad muscular o flojedad.,,La flacidez del tejido cutáneo era evidencia de desgaste natural tras años de exposición solar.,The flaccidity of the skin tissue was evidence of natural wear after years of sun exposure.,
flaccid,C,adjective,flácido,,,Que carece de fuerza o consistencia.,,Ese gesto corporal quedó flácido ante el peso inesperado de la verdad revelada en público.,That bodily gesture turned flaccid under the unexpected weight of the truth revealed in public.,
flexibly,C,adverb,flexiblemente,,,De manera flexible o adaptable.,,Actuó flexiblemente ante los cambios inesperados.,He acted flexibly in the face of unexpected changes.,
fuck,C,verb,follar,,SP,Mantener una relación sexual (vulgar).,,"Lamentablemente, aquel folleto explicaba cómo y dónde follar, en un intento deplorable de normalización sexual sin contexto adecuado.","Unfortunately, that pamphlet explained how and where to have sex, in a deplorable attempt to normalize sexuality without appropriate context.",
formality,C,feminine,formalidad,,,Cualidad de cumplir normas y reglas establecidas.,,La formalidad del acto impresionó a todos los asistentes.,The formality of the event impressed all the attendees.,
formally,C,adverb,formalmente,,,De manera seria y de acuerdo a normas.,,La carta fue redactada formalmente para causar una buena impresión.,The letter was formally written to make a good impression.,
"strapping, well-built",C,adjective,fornido,,,De complexión fuerte y musculosa.,,El soldado fornido soportó largos patrullajes bajo el sol intenso del desierto.,The strapping soldier endured long patrols under the intense desert sun.,
photosynthesis,C,feminine,fotosíntesis,,,"Proceso por el que plantas y otros organismos, usando luz solar, transforman dióxido de carbono y agua en compuestos orgánicos y oxígeno.",,"La fotosíntesis, proceso mediante el cual las plantas transforman la energía solar en materia orgánica, sustenta el equilibrio ecológico del planeta.","Photosynthesis, the process by which plants transform solar energy into organic matter, underpins the planet’s ecological balance.",
fragility,C,feminine,fragilidad,,,Cualidad de ser frágil o poco resistente.,,La fragilidad emocional del personaje fue crucial para entender su vulnerabilidad durante la trama.,The character’s emotional fragility was key to understanding their vulnerability throughout the plot.,
braking,C,masculine,frenaje,,,Conjunto de frenos de un vehículo.,,El frenaje brusco del camión evitó un accidente mayor en la autopista.,The truck’s sudden braking avoided a major accident on the highway.,
mill,C,verb,fresar,,,Trabajar con fresas o herramientas de corte.,,Es necesario fresar la superficie antes de pintarla.,It’s necessary to mill the surface before painting it.,
"frigidity, coldness",C,feminine,frialdad,,,Cualidad de ser frío o distante.,,La frialdad con la que respondió dejó a todos en silencio.,The coldness with which she responded left everyone in silence.,
frigid,C,adjective,frígido,,,Que tiene deseo sexual escaso o nulo.,,La temperatura era tan frígida que los grifos del baño se congelaron.,The temperature was so frigid that the bathroom faucets froze.,
frontal,C,adjective,frontal,,,Relacionado con la parte delantera de algo.,,La parte frontal del edificio está decorada.,The front part of the building is decorated.,
profitable,C,adjective,ganancioso,,,Que busca obtener ganancias con exceso o avaricia.,,Ese negocio resultó muy ganancioso.,That business turned out to be very profitable.,
genealogy,C,feminine,genealogía,,,Estudio y registro del origen y descendencia de una familia.,,Está investigando su genealogía familiar.,She’s researching her family genealogy.,
"ingeniousness, ingenuity",C,feminine,genialidad,,,"Cualidad de ser brillante, ingenioso o extraordinario.",,Su genialidad le permitió encontrar soluciones innovadoras con facilidad.,His ingenuity allowed him to find innovative solutions easily.,
"ingeniously, cleverly",C,adverb,genialmente,,,"De manera genial, con gran acierto o creatividad.",,Genialmente resolvió el conflicto con una sola frase.,He cleverly resolved the conflict with a single sentence.,
genocidal,C,adjective,genocida,,,Que comete genocidio o lo promueve.,,Fue acusado de participar en actos genocidas.,He was accused of participating in genocidal acts.,
genocide,C,masculine,genocidio,,,Exterminio deliberado y sistemático de un grupo humano.,,El documental trata sobre el genocidio ocurrido en los años noventa.,The documentary is about the genocide that occurred in the 1990s.,
gland,C,feminine,glándula,,,Órgano del cuerpo que produce y segrega sustancias.,,La glándula produce hormonas importantes para el cuerpo.,The gland produces important hormones for the body.,
globalize,C,verb,globalizar,,,Extenderse o hacerse mundial algo.,,Las grandes corporaciones buscan globalizar sus operaciones para maximizar beneficios.,Large corporations seek to globalize their operations to maximize profits.,
greatness,C,feminine,grandeza,,,"Cualidad de lo que es grande en tamaño, importancia o nobleza.",,La grandeza de su obra solo fue reconocida muchos años después de su muerte.,The greatness of his work was only recognized many years after his death.,
fatty,C,adjective,graso,,,Que contiene grasa o que es propio de ella.,,El consumo excesivo de alimentos grasos puede afectar la salud.,The excessive consumption of fatty foods can affect health.,
for free,C,adverb,gratuitamente,,,Sin coste alguno.,,Los materiales pueden descargarse gratuitamente desde la plataforma.,The materials can be downloaded for free from the platform.,
"encumbrance, tax",C,masculine,gravamen,,,Impuesto o carga fiscal que grava bienes o rentas.,,El nuevo gravamen sobre la renta ha generado polémica.,The new tax on income has caused controversy.,
grotesque,C,adjective,grotesco,,,"Que resulta ridículo, deforme o extravagante.",,La estética grotesca de la escultura cuestionaba los límites entre arte y provocación cultural.,The grotesque aesthetics of the sculpture questioned the limits between art and cultural provocation.,
finding,C,masculine,hallazgo,,,"Descubrimiento importante, generalmente inesperado.",,El hallazgo arqueológico reveló restos de una civilización hasta entonces desconocida.,The archaeological finding revealed remains of a civilisation previously unknown.,
feat,C,feminine,hazaña,,,Acción valiente y difícil que requiere gran esfuerzo o coraje.,,Esa hazaña fue histórica.,That feat was historic.,
spell,C,masculine,hechizo,,,Encantamiento o efecto mágico.,,El mago lanzó un hechizo sobre el castillo.,The magician cast a spell over the castle.,
helium,C,masculine,helio,,,"Gas noble, incoloro e inodoro, presente en la atmósfera.",,"El globo liberado contenía gas helio, siempre usado en experimentos educativos.","The released balloon contained helium, always used in educational experiments.",
noble,C,adjective,hidalgo,,,Que pertenece a la baja nobleza y destaca por su honor y dignidad.,,El caballero hidalgo encarnaba un ideal de nobleza y honor casi mítico.,The gentleman-hidalgo embodied an ideal of nobility and honor that was almost mythical.,
thrust,C,verb,hincar,,,Clavar algo con fuerza en una superficie.,,El caballero se inclinó para hincar la rodilla en señal de respeto solemne.,The knight knelt down to thrust his knee in a gesture of solemn respect.,
hypermasculinity,C,feminine,hipermasculinidad,,,Cualidad de exagerar la masculinidad en conductas o actitudes.,,El estudio sociológico abordó la hipermasculinidad como una construcción cultural que limita la expresión emocional.,The sociological study addressed hypermasculinity as a cultural construct that limits emotional expression.,
hypermasculine,C,adjective,hipermasculino,,,Que exagera los rasgos masculinos.,,"La publicidad presentaba un ideal hipermasculino poco realista, reforzando estereotipos de género rígidos.","The advertisement presented an unrealistically hypermasculine ideal, reinforcing rigid gender stereotypes.",
historically,C,adverb,históricamente,,,De manera relacionada con la historia.,,"El documento fue históricamente relevante, pues aggiornó décadas de interpretaciones erróneas.","The document was historically significant, as it updated decades of misinterpretations.",
milestone,C,masculine,hito,,,Suceso importante que marca un cambio o época.,,Ese premio marcó un hito en su carrera profesional.,That award marked a milestone in his professional career.,
homoerotically,C,adverb,homoeróticamente,,,De manera relacionada con el deseo homoerótico.,,El director señaló que la escena estaba destinada a reflejar la tensión homoeróticamente contenida entre los protagonistas masculinos.,The director noted that the scene was intended to reflect the homoerotically contained tension between the male protagonists.,
homoerotic,C,adjective,homoerótico,,,Relacionado con la atracción sexual hacia personas del mismo sexo en forma artística o estética.,,El cuento corto es deliberadamente homoerótico y busca cuestionar normas heteronormativas establecidas.,The short story is deliberately homoerotic and aims to challenge established heteronormative norms.,
horrendous,C,adjective,horrendo,,,"Que causa espanto, asco o rechazo extremo.",,El edificio quedó en un estado horrendo después del incendio.,The building was left in a horrendous state after the fire.,
humanize,C,verb,humanizar,,,Dar carácter más humano o compasivo a algo.,,Pretenden humanizar el servicio público para que sea más cercano y accesible.,They aim to humanize public services so they are more approachable and accessible.,
humility,C,feminine,humildad,,,Cualidad de ser humilde.,,La humildad del diplomático sorprendió a sus propios asesores.,The diplomat’s humility surprised even his own advisers.,
humiliate,C,verb,humillar,,,Ofender o rebajar la dignidad de alguien.,,"Jamás trataría de humillar a alguien, incluso cuando discrepo rotundamente.","I would never try to humiliate someone, even when I strongly disagree.",
identically,C,adverb,idénticamente,,,De manera idéntica o igual.,,Los hermanos se vistieron idénticamente para la fiesta.,The brothers dressed identically for the party.,
ideology,C,feminine,ideología,,,Conjunto de ideas que guían la política o pensamiento de un grupo.,,Su ideología confrontaba los valores tradicionales de equidad y justicia.,His ideology clashed with traditional values of equity and justice.,
ideologically,C,adverb,ideológicamente,,,De acuerdo con una ideología.,,"Hizo su elección política ideológicamente, en coherencia con sus principios éticos.","He made his political choice ideologically, in line with his ethical principles.",
ideological,C,adjective,ideológico,,,Relacionado con una ideología.,,El análisis ideológico de la novela reveló mensajes ocultos sobre el poder autoritario.,The ideological analysis of the novel revealed hidden messages about authoritarian power.,
implicitly,C,adverb,implícitamente,,,De manera implícita o no expresada directamente.,,"Aceptó la propuesta, aunque implícitamente expresó sus dudas.","He accepted the proposal, though he implicitly expressed his doubts.",
press,C,verb,imprensar,,,Imprimir o sacar en prensa algo.,,Decidieron imprensar la primera edición en una pequeña editorial.,They decided to print the first edition at a small publishing house.,
challenge,C,feminine,impugnación,,,Acción de disputar o poner en duda algo legalmente.,,Se presentó una impugnación contra los resultados electorales.,A challenge was filed against the election results.,
oppose,C,verb,impugnar,,,Disputar o contradecir un argumento o resolución.,,El abogado quiere impugnar la validez del contrato.,The lawyer wants to challenge the validity of the contract.,
inappropriately,C,adverb,inapropiadamente,,,De manera poco adecuada.,,Se comportó inapropiadamente durante la reunión.,He behaved inappropriately during the meeting.,
disagreement,C,feminine,inconformidad,,,Actitud de rechazo ante lo establecido o lo que se considera injusto.,,La reunión terminó en inconformidad entre los participantes.,The meeting ended in disagreement among the participants.,
inconvenience,C,feminine,inconveniencia,,,Cualidad de lo que causa molestia o incomodidad.,,Lamento la inconveniencia que esto pueda causarle.,I regret any inconvenience this may cause you.,
incremental,C,adjective,incremental,,,Que aumenta progresivamente.,,El proyecto seguirá un proceso incremental de mejoras.,The project will follow an incremental process of improvements.,
